path,label
Apple_Disease/valid/apple_scab/fcb1ce1e-f60c-4a65-bfa4-157009760dad___FREC_Scab 3052_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/fb942296-ba33-40e5-ada0-6700365cf71d___FREC_Scab 2919_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/e8fc927f-fac2-4386-be3c-0a8ad0ddd83d___FREC_Scab 3292.JPG,apple_scab
Apple_Disease/valid/apple_scab/6e17c808-c071-4eae-befd-bf7e2ed0d9e1___FREC_Scab 3256.JPG,apple_scab
Apple_Disease/valid/apple_scab/d652b023-0ade-4f34-a490-206a87489e5e___FREC_Scab 3066_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/5c0af4dd-f185-4fc9-ae2c-a697a235d660___FREC_Scab 2955.JPG,apple_scab
Apple_Disease/valid/apple_scab/60f3ba82-caf1-4cf7-998c-b0005458fa38___FREC_Scab 3226.JPG,apple_scab
Apple_Disease/valid/apple_scab/b4b9c80a-f741-416d-a7e6-6d9566ea731e___FREC_Scab 3399_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/9e4d949f-0d9b-4b61-8ce9-574664176efc___FREC_Scab 3022.JPG,apple_scab
Apple_Disease/valid/apple_scab/ba94f188-df0b-41fd-94e3-f0ed4924e23e___FREC_Scab 3102_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/affb666c-6915-48e6-ba8a-92385af75826___FREC_Scab 3395_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/f18c0441-917e-4f34-b26e-a1a71d0adec2___FREC_Scab 3429.JPG,apple_scab
Apple_Disease/valid/apple_scab/9a82c830-7854-4f7f-84c5-f7414cd238b0___FREC_Scab 3069_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/4151028c-c8bc-4394-b4a7-aff414864c15___FREC_Scab 3418_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/536ce9e9-6c98-42c6-9447-f38073b3e9da___FREC_Scab 3222_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/9082fc1b-6621-48be-9953-50d3de9a6661___FREC_Scab 3065.JPG,apple_scab
Apple_Disease/valid/apple_scab/afab688d-242c-4e62-abef-ba277df5a76d___FREC_Scab 3188_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/cbbdd77b-93f5-4f45-b35d-2b05ab1c8eb4___FREC_Scab 3465.JPG,apple_scab
Apple_Disease/valid/apple_scab/64e20068-6685-4a30-a812-fd817117d628___FREC_Scab 3485_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/675f0b56-9d0b-45b3-8c8e-820efae75274___FREC_Scab 3006_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/bdaae6b2-8ff5-4a4c-9286-a2393063cdaf___FREC_Scab 3491_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286.JPG,apple_scab
Apple_Disease/valid/apple_scab/7c0710e7-2ad4-44c4-a6f6-ffeb5573f8e7___FREC_Scab 3208_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/97d9b70c-15fc-4463-a7cd-129e7bccef1c___FREC_Scab 2910_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/f3303560-12ce-4e37-b62c-bfb5aad8aa0d___FREC_Scab 3332.JPG,apple_scab
Apple_Disease/valid/apple_scab/fd3ae59f-e06e-403b-b317-83ee68aa9ea7___FREC_Scab 3492.JPG,apple_scab
Apple_Disease/valid/apple_scab/3c27bbd7-b305-4ab0-8a85-5061363cf632___FREC_Scab 3183_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/2c89ceaf-748c-4371-80d0-d01855f04a92___FREC_Scab 2962_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/d480dbfb-ce18-40cf-a183-9bc52ec9195d___FREC_Scab 3303.JPG,apple_scab
Apple_Disease/valid/apple_scab/84ba6fe9-427e-415b-8bfe-a1f8670e1537___FREC_Scab 3530_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/45ee8aaa-1a08-46ed-8ac8-bba8e40c61d6___FREC_Scab 2986_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/1a4047d7-23d6-4bba-ba10-b6e7005ea01b___FREC_Scab 3193.JPG,apple_scab
Apple_Disease/valid/apple_scab/b10dceaa-a764-46b4-bd61-bc9fb13579ca___FREC_Scab 3141.JPG,apple_scab
Apple_Disease/valid/apple_scab/be076652-b1bd-430c-a752-db525c1dfcfd___FREC_Scab 3367_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/7897b5dc-7aa6-48b2-8c18-a30fcd6cae94___FREC_Scab 3203_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/8edca1d5-7ab9-47b6-bdd0-b61e4a11621e___FREC_Scab 3512.JPG,apple_scab
Apple_Disease/valid/apple_scab/f6946261-1a18-4306-ba87-ca25344d9bd2___FREC_Scab 3525.JPG,apple_scab
Apple_Disease/valid/apple_scab/058d5e64-2c57-45ba-94cb-ac83fd1885a0___FREC_Scab 3181_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/925b4276-9d62-4a3d-9dfd-1613ed40685a___FREC_Scab 2994_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/1ceeeee0-40bd-4ac9-8a57-59385bf5df8a___FREC_Scab 3001_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/82f4f2fc-b28e-4834-95b8-3d7b144f8b15___FREC_Scab 3063_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/4e2c27a7-4be1-4c86-a07b-bc2a64c1bff9___FREC_Scab 3018_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/a72a9033-d2b9-4c64-93bc-7e5a1a0ea4ae___FREC_Scab 3284.JPG,apple_scab
Apple_Disease/valid/apple_scab/11f5b020-3dfd-400c-9819-7d229bc5f929___FREC_Scab 2945_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/9fd8d7c3-3321-49fc-a7dc-165ccc353c78___FREC_Scab 3177_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/be517ff5-5e63-4f6a-9f55-1522c9ec972b___FREC_Scab 3123_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/8c72c236-8f13-4087-8d1d-f365211563f0___FREC_Scab 3196_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/f79c50ef-d89d-4371-b581-810b37eb2ac9___FREC_Scab 3255_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/01f3deaa-6143-4b6c-9c22-620a46d8be04___FREC_Scab 3112_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/b4b9c80a-f741-416d-a7e6-6d9566ea731e___FREC_Scab 3399.JPG,apple_scab
Apple_Disease/valid/apple_scab/7c66bda4-301c-4987-85b8-fd8230c5a2f2___FREC_Scab 3324_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/4a7f12ff-a785-4d12-8943-f1644789a21b___FREC_Scab 2916_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/add9ce00-e304-4632-82f2-ddc86a6be5f6___FREC_Scab 3472_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/23f31e0d-3330-4752-9f83-8aba28c90ccb___FREC_Scab 3178_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/f0bbc28f-b6d6-4db3-b924-984a1e988510___FREC_Scab 3204_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/cb36375a-3a30-4d01-8764-358eb6300f16___FREC_Scab 3378.JPG,apple_scab
Apple_Disease/valid/apple_scab/71c26585-883f-41e9-939c-5f1683cdf4ed___FREC_Scab 3302.JPG,apple_scab
Apple_Disease/valid/apple_scab/23576562-df0c-46bb-8c50-1bf03412097f___FREC_Scab 3086_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/84e61e7e-f106-442c-a954-63dc3a57d5d5___FREC_Scab 3057_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/89937e2f-6ec2-483d-9ba4-1c7c61859cb0___FREC_Scab 3394_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/e3891103-ded4-418f-bae1-91c282a30dcb___FREC_Scab 3159_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/2dd8b8f8-46b0-4bc6-b817-ea7163f4b28b___FREC_Scab 3473.JPG,apple_scab
Apple_Disease/valid/apple_scab/b4162101-daaa-4e98-bd83-e00f38cf5946___FREC_Scab 2968_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/bdaae6b2-8ff5-4a4c-9286-a2393063cdaf___FREC_Scab 3491_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/376aaef3-8649-43aa-89f8-166bd349a3d3___FREC_Scab 3064_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/517d0958-b10e-4260-a736-7a4bbb9706c0___FREC_Scab 3497_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/45a699f2-a02d-4f1f-b628-6d445c58a595___FREC_Scab 3291_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/815d2612-ee00-407a-8a0d-d0d94c7e0a9f___FREC_Scab 3461.JPG,apple_scab
Apple_Disease/valid/apple_scab/76e50482-74b2-468f-8556-7669e1682f1e___FREC_Scab 3323_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/2c7ca7c8-1a6c-4811-b9b0-b054c11a5397___FREC_Scab 3260_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/a7609a35-fd75-4ec3-868a-eb97b9ffd096___FREC_Scab 3032_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/14c623e5-051c-42f6-9e4f-f7a93e6a723c___FREC_Scab 2965_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/d72cdbbd-7982-4198-8bf7-a053ed69bba1___FREC_Scab 3529_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/975c76b5-0c9f-4179-bc48-20b37d3113e6___FREC_Scab 3463.JPG,apple_scab
Apple_Disease/valid/apple_scab/60226bd7-db11-4d7e-ba29-a5136f6bebe0___FREC_Scab 3470_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/745cfcfa-5b39-46ad-8c40-96086e71f6ee___FREC_Scab 3448_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/24d43ad3-24e6-4236-8ef7-59b268520ca3___FREC_Scab 3533_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/154842bb-6ee3-4176-9007-cf7a43cfe140___FREC_Scab 3434_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/97294a06-04ae-440f-b130-ddff2817c727___FREC_Scab 3372_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/ea693d65-bcc9-4e76-9d64-cba561b520cc___FREC_Scab 3345_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/2a800c84-902e-4aa8-af13-4e020d6f17dd___FREC_Scab 3124.JPG,apple_scab
Apple_Disease/valid/apple_scab/b18d07ee-d2e2-4cc2-876c-e03e3839f3b6___FREC_Scab 3427.JPG,apple_scab
Apple_Disease/valid/apple_scab/1a304331-98b5-473f-bbb1-c33b8441052a___FREC_Scab 3296_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/0261a6e4-21f8-481a-8827-b674e6955644___FREC_Scab 3055.JPG,apple_scab
Apple_Disease/valid/apple_scab/ae035eb1-0214-4964-b018-14fca52713fc___FREC_Scab 3166.JPG,apple_scab
Apple_Disease/valid/apple_scab/4e2c27a7-4be1-4c86-a07b-bc2a64c1bff9___FREC_Scab 3018.JPG,apple_scab
Apple_Disease/valid/apple_scab/774fb249-80b5-4575-ab5a-5459a9c14ef6___FREC_Scab 3024.JPG,apple_scab
Apple_Disease/valid/apple_scab/f3b61d33-8875-46a0-be57-ad3bda4cb5c6___FREC_Scab 3243_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/60f3ba82-caf1-4cf7-998c-b0005458fa38___FREC_Scab 3226_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/f9e4b1bc-36b0-40df-bb48-4e6ed48ec8b5___FREC_Scab 3514_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/66fab3e4-d6e3-4a6d-aff0-4fe011ef8eb3___FREC_Scab 3153.JPG,apple_scab
Apple_Disease/valid/apple_scab/a0fb83fc-d5a2-4ddf-9a04-c2bf96e5027f___FREC_Scab 3175_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/86054e9e-26b4-42b5-b192-58ddee7b0c34___FREC_Scab 3011_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/4495850d-4478-4680-a657-c082a8ea69ed___FREC_Scab 3534_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/334f8e1a-5989-476e-88f4-8a45c304e12c___FREC_Scab 3035.JPG,apple_scab
Apple_Disease/valid/apple_scab/4e2c27a7-4be1-4c86-a07b-bc2a64c1bff9___FREC_Scab 3018_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/d730c2c9-ac5f-4c4e-b568-2f3e8b43b1a9___FREC_Scab 3074.JPG,apple_scab
Apple_Disease/valid/apple_scab/0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293.JPG,apple_scab
Apple_Disease/valid/apple_scab/258ce9eb-2b67-475b-b09c-0bc83b0987f1___FREC_Scab 3033_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/11f5b020-3dfd-400c-9819-7d229bc5f929___FREC_Scab 2945_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/81c34d6d-e734-4ee7-9645-0f8f80c809c7___FREC_Scab 3276_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/6e17c808-c071-4eae-befd-bf7e2ed0d9e1___FREC_Scab 3256_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/60226bd7-db11-4d7e-ba29-a5136f6bebe0___FREC_Scab 3470_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/9431682d-6de3-4b1f-bdde-11b706fe2e85___FREC_Scab 3029.JPG,apple_scab
Apple_Disease/valid/apple_scab/abd8b296-db97-40c0-af5b-39e03f4dec16___FREC_Scab 3041_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/d7bdef33-fa84-4240-a931-8a568d62cee7___FREC_Scab 2946_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/1a41bab0-45e0-4dda-a798-9bf4a998f1b6___FREC_Scab 3450_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/15bfa086-7d4a-43c0-800d-2fe8255ba50c___FREC_Scab 3150_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/eda0a3b5-fe6e-4646-acc6-7db5179e3e96___FREC_Scab 3380.JPG,apple_scab
Apple_Disease/valid/apple_scab/de341ebf-f335-4120-be2e-2640de5bde93___FREC_Scab 3375_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/cb36375a-3a30-4d01-8764-358eb6300f16___FREC_Scab 3378_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/98f72edf-a354-43de-8734-a697d8cdd3f5___FREC_Scab 3400_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/7ceb532d-1a58-4a25-bbff-8dd04a117744___FREC_Scab 3422_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/7308b9c4-3408-48ff-bd4a-b07350421e60___FREC_Scab 3508_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/ba325c11-e91c-4f5e-9ae0-76f8f0bb24df___FREC_Scab 3523_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/650f4395-7428-404a-b65c-8fd36f204dd6___FREC_Scab 3111_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/f141c7f9-66b7-4052-b5c7-db3df1a894f2___FREC_Scab 3261_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/fcee4ece-01ce-45aa-a0f1-f20aa2ec8efb___FREC_Scab 3325.JPG,apple_scab
Apple_Disease/valid/apple_scab/c270319e-61d4-4376-a3e8-b159ff712dd4___FREC_Scab 3401_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/85aad925-f1e2-463e-840b-266d49a56d1f___FREC_Scab 3100_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/99e03a3c-c68f-4648-af09-877c57d6b115___FREC_Scab 3054.JPG,apple_scab
Apple_Disease/valid/apple_scab/20f4f8d1-7527-420b-a90d-e17b9e45549a___FREC_Scab 2997.JPG,apple_scab
Apple_Disease/valid/apple_scab/00075aa8-d81a-4184-8541-b692b78d398a___FREC_Scab 3335_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/83b1935d-f1fc-4b9f-876e-c0dbbb2fcb03___FREC_Scab 3486_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/97cd53cf-e95a-4d40-b77c-15ccf9bbb8f3___FREC_Scab 3134_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/073b509f-c1ea-4e61-881b-2e874c5f4199___FREC_Scab 3286_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/b4162101-daaa-4e98-bd83-e00f38cf5946___FREC_Scab 2968_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/462f0ef8-5460-4f5c-8935-62a204d3fc08___FREC_Scab 2924_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/15bfa086-7d4a-43c0-800d-2fe8255ba50c___FREC_Scab 3150.JPG,apple_scab
Apple_Disease/valid/apple_scab/5b74fa7a-008d-42b2-b8c0-07bd4642153a___FREC_Scab 3162.JPG,apple_scab
Apple_Disease/valid/apple_scab/00075aa8-d81a-4184-8541-b692b78d398a___FREC_Scab 3335_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/1ceeeee0-40bd-4ac9-8a57-59385bf5df8a___FREC_Scab 3001_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/1d9d67e2-5603-4710-ae2b-6cb0b922ae61___FREC_Scab 3122_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/1cb869ea-0a4c-47d7-9def-a88c16b72ddc___FREC_Scab 3350_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/38e76f0a-63cb-460a-b0fa-f20e561dc2c0___FREC_Scab 3481.JPG,apple_scab
Apple_Disease/valid/apple_scab/895252c3-5047-4e87-8e13-2cdd765f3e0a___FREC_Scab 3056_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/4abca5eb-2376-4551-be42-25bbb5400fc7___FREC_Scab 3268_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/5fcb921d-3329-443c-a708-37c3943f5493___FREC_Scab 2987_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/2f668a95-80ab-40ac-98ef-657bd85b668b___FREC_Scab 3247_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/6a61688a-c972-4f8f-b3b7-46fd00264240___FREC_Scab 3271_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/41c2bb79-44fb-48f4-864f-eec35e3442f5___FREC_Scab 2931_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/c4175126-9e07-4465-9574-0229bb5b1f41___FREC_Scab 3304_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/f105cc0d-1cc5-4726-b46d-f5bd9c9aacc1___FREC_Scab 3321_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/84e61e7e-f106-442c-a954-63dc3a57d5d5___FREC_Scab 3057.JPG,apple_scab
Apple_Disease/valid/apple_scab/5cd3df15-31a2-4076-9d1a-8735fa1dccdf___FREC_Scab 3410_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/35694cb9-efe9-441a-a810-13e065de7925___FREC_Scab 3320_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/72d9363f-1e23-4154-92bd-5f34a149d444___FREC_Scab 2980_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/7bc2b2d5-b2b6-4ac2-9bbe-322ce8d7d9bb___FREC_Scab 2944.JPG,apple_scab
Apple_Disease/valid/apple_scab/25aeb397-bc36-4fe5-affe-6b8195d4f282___FREC_Scab 3494_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/a93dc267-cd94-49fd-9766-8afe67ba747a___FREC_Scab 3125_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/1f6abf22-93fa-48f0-a509-cc3e210f75f0___FREC_Scab 3172_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/bc2ce052-84b8-4de9-bd9d-7528869b62dc___FREC_Scab 3309_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/0d8d5b80-962d-4381-8d3b-9eca3f2f1bb0___FREC_Scab 3449_new30degFlipLR.JPG,apple_scab
Apple_Disease/valid/apple_scab/fd5a96b7-6623-41cc-b34c-3b940ea27286___FREC_Scab 3013.JPG,apple_scab
Apple_Disease/valid/apple_scab/afab688d-242c-4e62-abef-ba277df5a76d___FREC_Scab 3188_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/c27b45af-c362-4d37-ab5b-ee197a3670de___FREC_Scab 3521_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/be23de1a-2db8-4d7f-8b5f-cee56829d49c___FREC_Scab 2991_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/32454154-edbf-464f-8097-e99a3d9a15af___FREC_Scab 2936_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/d08d117d-d394-4e24-83c2-cd7fd96894ce___FREC_Scab 3093_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/c270319e-61d4-4376-a3e8-b159ff712dd4___FREC_Scab 3401.JPG,apple_scab
Apple_Disease/valid/apple_scab/9dac36c9-3c32-44be-8752-0f03666cbb76___FREC_Scab 3365.JPG,apple_scab
Apple_Disease/valid/apple_scab/6171eecd-e385-4010-b9cd-5982f4674fee___FREC_Scab 2911.JPG,apple_scab
Apple_Disease/valid/apple_scab/453b09e4-6469-47f9-8599-f87e1d6eddf3___FREC_Scab 3048_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/bb495423-1617-447c-95cd-52ebabee1a59___FREC_Scab 3199_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089.JPG,apple_scab
Apple_Disease/valid/apple_scab/40a5e87c-ee32-4d67-9b28-926e94638a1d___FREC_Scab 3251_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/e7115dcb-8124-42c9-bf6b-40740173d2ba___FREC_Scab 3353.JPG,apple_scab
Apple_Disease/valid/apple_scab/6b9ef56b-3338-4d2b-a5e4-a1547234e6d6___FREC_Scab 3474_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/2c648fcd-d637-4559-beaa-9dd6079646fb___FREC_Scab 3213_270deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/ac8466c6-8a4f-4757-bb4d-d63f4b6a6928___FREC_Scab 3436.JPG,apple_scab
Apple_Disease/valid/apple_scab/6105e3bd-339c-47bd-9764-4ba9b7059a6b___FREC_Scab 3096.JPG,apple_scab
Apple_Disease/valid/apple_scab/4b4b59d5-3c6d-4ce5-b349-616fecb850ff___FREC_Scab 3447_90deg.JPG,apple_scab
Apple_Disease/valid/apple_scab/9100bed7-65dd-4425-840b-503f9db78ef8___FREC_Scab 3076_new30degFlipLR.JPG,apple_scab
