path,label
PlantVillage/valid/Apple___Apple_scab/b4b9c80a-f741-416d-a7e6-6d9566ea731e___FREC_Scab 3399.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/30111fee-0c22-4ca4-aeb4-ac14a9a5d651___FREC_Scab 3097.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/60226bd7-db11-4d7e-ba29-a5136f6bebe0___FREC_Scab 3470.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/24d43ad3-24e6-4236-8ef7-59b268520ca3___FREC_Scab 3533.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/1d81b4c1-072d-4cf7-b1ca-ce43f59822d8___FREC_Scab 3406.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/4a7f12ff-a785-4d12-8943-f1644789a21b___FREC_Scab 2916.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/53fe6519-da0a-4183-80d6-a18828a33223___FREC_Scab 3283.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/4940cd87-695e-4f4d-8a45-5490812447cc___FREC_Scab 3044.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/2a800c84-902e-4aa8-af13-4e020d6f17dd___FREC_Scab 3124.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/2bc018ba-3c49-4cf4-9411-a93b7b196f45___FREC_Scab 3326.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/af82e889-9ec0-437c-85b8-7a6a5caf73a1___FREC_Scab 3338.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/aff87313-e090-401b-aa23-92fba4c55fae___FREC_Scab 3305.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/5dbcba87-93fa-4c21-8abd-bc20c93b359f___FREC_Scab 3258.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/22c12d6a-3c17-45be-b53b-f17f1b3f5168___FREC_Scab 3206.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/7c0710e7-2ad4-44c4-a6f6-ffeb5573f8e7___FREC_Scab 3208.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/c54db2df-2fe4-44e0-8a54-aee97e74acf5___FREC_Scab 3318.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/e3509da1-332c-4e43-977a-c57978ff6a38___FREC_Scab 3219.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/99e03a3c-c68f-4648-af09-877c57d6b115___FREC_Scab 3054.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/c4175126-9e07-4465-9574-0229bb5b1f41___FREC_Scab 3304.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/5b74fa7a-008d-42b2-b8c0-07bd4642153a___FREC_Scab 3162.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/ba94f188-df0b-41fd-94e3-f0ed4924e23e___FREC_Scab 3102.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/6823f5d3-b27b-4a34-a417-5fc5bd99f9d7___FREC_Scab 2975.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/b0b2a38c-396d-4d25-b346-5947e2c787d9___FREC_Scab 3077.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/9d586b46-914c-4715-a406-484a597e3bab___FREC_Scab 2998.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/4b7c40cd-b145-4945-b649-3576a1d898dc___FREC_Scab 3343.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/2d4c8a12-a34c-4c8b-b357-271d87532ece___FREC_Scab 3090.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/84e61e7e-f106-442c-a954-63dc3a57d5d5___FREC_Scab 3057.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/c270319e-61d4-4376-a3e8-b159ff712dd4___FREC_Scab 3401.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/c71e8ee2-8865-4e45-be5a-3303c17337bd___FREC_Scab 3403.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/80870a3d-e028-47c6-9548-cef00d68be2c___FREC_Scab 3469.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/246c33b0-fac8-4cca-ae8b-17947338b8b2___FREC_Scab 3091.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/f957b91b-878a-4f53-b8b5-a8bf7fa2c773___FREC_Scab 2970.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/d7ac8a6f-7c88-47ac-9387-eefb672e9776___FREC_Scab 3392.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/a2d74032-fd6c-469b-897a-054705e03dec___FREC_Scab 3028.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/47b3d8bb-2461-4593-a0fe-a6adf0925a9a___FREC_Scab 2974.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/2bc50b52-0d7d-41a3-be8a-8d070341d87f___FREC_Scab 3476.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Apple_scab/0ea78733-9404-4536-8793-a108c66269b3___FREC_Scab 3145.JPG,Apple___Apple_scab
PlantVillage/valid/Apple___Black_rot/1ce9343f-125e-4abb-9cd4-fddf761504da___JR_FrgE.S 3096.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/a5c9d465-9070-44e2-9974-ad6ed6ffaaf5___JR_FrgE.S 2853.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/28f01d7f-27f8-4cf1-a473-ef4744b2dc61___JR_FrgE.S 8597.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/7c08d160-a5ef-4142-b743-8e484c95d8b8___JR_FrgE.S 2815.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/727f3a92-f43b-4388-84ff-3865ee745b42___JR_FrgE.S 3000.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/f3524490-1e4a-4292-9628-fccb4f85ae4e___JR_FrgE.S 8671.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/c18a2d5a-4160-48de-8e9e-7ccc047aeddc___JR_FrgE.S 8805.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/ac638c74-99c4-434f-a9a1-ef727fa494eb___JR_FrgE.S 2986.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/58c65e96-71e6-4176-bf47-24b529fa3aa6___JR_FrgE.S 8716.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/8d816370-cd56-4eb4-8d73-f9966e1853c6___JR_FrgE.S 2882.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/c498d495-5796-4d08-9eaf-c1f26ed1099a___JR_FrgE.S 2888.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/8d935efd-8dba-4847-954f-a914d93d8d07___JR_FrgE.S 2857.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/f1844803-f6fb-4cfb-851e-b9095fb40c9e___JR_FrgE.S 2898.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/f9b7fc98-caee-4bb1-ae7b-1e9981ba6d72___JR_FrgE.S 2990.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/99cce45c-9aaf-4d6d-bf66-491132557c12___JR_FrgE.S 8629.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/427bd918-f362-48d9-9903-4e7197e87a87___JR_FrgE.S 3034.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/2902e85c-1705-423b-bb02-80e2d93bc54e___JR_FrgE.S 2922.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/6330666e-a1cc-48c5-8e60-64cdf531c294___JR_FrgE.S 8795.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/04de1246-ecfa-4d2c-bc2d-16b81b0bd364___JR_FrgE.S 2970.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/788885e1-18b4-44a0-af85-226e66265220___JR_FrgE.S 8574.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/9db01900-2a71-4acc-a9e8-f1a462707cf8___JR_FrgE.S 3004.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/7fb5fc63-2f5e-45a1-8746-88e4e7883ffc___JR_FrgE.S 3059.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/f6c9080a-95af-48f8-8178-0be757d92d20___JR_FrgE.S 2982.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/60dec11d-0e49-4bb4-b7ce-ecf90f8ac028___JR_FrgE.S 3042.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/1021c460-93e4-48cd-9c84-c576b2c5117c___JR_FrgE.S 2983.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/a2eb846a-da47-4d4d-97db-d954a20bb22a___JR_FrgE.S 2868.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/be00705f-de03-4448-b186-fc47e39859a2___JR_FrgE.S 8811.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/2101e5e6-2932-4ac0-8879-59885fc01256___JR_FrgE.S 2769.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/03fd7154-2e33-4fb6-999d-bfc3a3f467fe___JR_FrgE.S 8681.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/169b07da-12eb-4a6d-9b24-f37692ca923d___JR_FrgE.S 8636.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/e3eead59-f821-41dd-9794-ba3ad35c71c7___JR_FrgE.S 2937.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/4db0765f-5928-4254-b935-e6fcbec9deeb___JR_FrgE.S 3062.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/8cd80d06-a223-433e-adce-c0feed839b97___JR_FrgE.S 8679.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/37dc5845-507c-46f7-bfd9-f41407e6c813___JR_FrgE.S 8591.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/c46d0eff-8a56-4655-9940-93a323c7154a___JR_FrgE.S 3033.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/74dfd7d6-e78e-47d9-8530-35acab5cd01f___JR_FrgE.S 3027.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/e1e8a707-d2b0-4cb6-ae56-c26a5e9ff016___JR_FrgE.S 8761.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/a50f7480-3c37-4b00-8b5a-d42740523748___JR_FrgE.S 8748.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/4e6311ab-8927-4147-9857-a669f2268cb1___JR_FrgE.S 8726.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/f24c943a-6339-48a5-bfb0-b866c926dc16___JR_FrgE.S 2931.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/90af12e6-8764-4cb5-9f88-ac1fa8b337c0___JR_FrgE.S 2738.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/2d1ac581-1847-419e-8254-55a9caad6b2b___JR_FrgE.S 8766.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/9675b0f0-4169-495a-b285-67fbeeacf873___JR_FrgE.S 8621.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/f770ff71-9ac5-46ef-8b66-65ba246bb952___JR_FrgE.S 8702.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/b6850718-a674-4eb2-9a5b-bb7ae5f32ce8___JR_FrgE.S 8602.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/b48b4bc3-f7dc-4c57-90eb-0bc29c8c1b5f___JR_FrgE.S 2744.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/0cefbd12-c195-40cd-b2d1-be0f9ee550b4___JR_FrgE.S 8762.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/67281292-f15a-4157-b531-395f3844e6ce___JR_FrgE.S 2792.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/5412de7d-df5d-4a05-be4b-e108811c4a3e___JR_FrgE.S 2820.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/97d15940-6015-4ed9-bb70-e134a88ecc25___JR_FrgE.S 8680.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/9922fc5b-28d9-4ad7-90f2-7ad252f716dc___JR_FrgE.S 2741.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/2b16890e-753f-4ee8-a78e-d0a7fdf8d91a___JR_FrgE.S 2838.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/f0919147-209f-4a73-be01-42a5f160d51b___JR_FrgE.S 3056.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/1cdac481-1275-4228-a2ca-e3deaf268ffc___JR_FrgE.S 2897.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/1aa28af5-8270-467c-b496-ff415f0b58df___JR_FrgE.S 3010.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/3f7dbd31-47f7-45e4-aa23-42e23362a15d___JR_FrgE.S 2818.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/1dfd4db7-a456-4785-bf16-f517bcaf54e8___JR_FrgE.S 3089.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/e91dc932-5dcb-45fb-bc01-bd452294e752___JR_FrgE.S 3050.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/d30f9b23-402d-4c3f-bdf7-406c9e35d038___JR_FrgE.S 8715.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/804f69a4-cd0f-4579-9b9d-b1a032160642___JR_FrgE.S 3018.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Black_rot/d197373c-af39-4000-aa28-cab65fafa361___JR_FrgE.S 2959.JPG,Apple___Black_rot
PlantVillage/valid/Apple___Cedar_apple_rust/949d3f98-9992-4f2d-8384-a74d3e9a4ae8___FREC_C.Rust 0197.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/fcfc7057-7de6-466b-9f7e-9b767deaf266___FREC_C.Rust 3807.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/d4165e95-f43c-41e5-a177-cc5ad823b5b0___FREC_C.Rust 3781.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/30ae56d0-6974-4ad2-b4bf-486a97dcff5f___FREC_C.Rust 4088.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/b5a75c29-c79a-4db0-8976-e33e48628ccb___FREC_C.Rust 9966.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/edf726ff-0eff-46a5-90d3-23badf249c46___FREC_C.Rust 9972.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/8817af29-8b64-4fae-be6d-f05a2eed6b85___FREC_C.Rust 3695.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/09239528-a0a0-4a2d-af03-c5d5f7a27710___FREC_C.Rust 4024.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/0fbdccdc-fb96-475a-92bb-65734592c895___FREC_C.Rust 3619.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/b2723e0b-7e61-48ae-b50e-0cee5d437cb3___FREC_C.Rust 3823.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/2ddde539-6c5f-4d76-8611-14761bb240de___FREC_C.Rust 3564.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/3ea747af-ed9d-44f1-a8b6-61503adf0a4b___FREC_C.Rust 4174.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/8e50e865-0621-442a-945d-f402f328151b___FREC_C.Rust 3699.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/a9c36955-73f5-43d5-9e1e-03672ed95b38___FREC_C.Rust 3893.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/cdb4821f-1d1b-4f61-982f-2057ca1b7ecb___FREC_C.Rust 4270.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/b845075b-dbb8-4b69-bec2-36e99cee7f3c___FREC_C.Rust 4038.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/5271addc-c445-4af1-ba68-318c7b509e1f___FREC_C.Rust 3585.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/fb27b16c-4ac1-45e9-abd2-487a1a528fb0___FREC_C.Rust 0206.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/94d6b99f-2ac4-4a88-823f-3c607358d057___FREC_C.Rust 9826.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/9f8d81c0-6a20-47df-b52a-46820078fd74___FREC_C.Rust 3626.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/bc863aa7-2cb6-44f1-b060-4cd78237d7a3___FREC_C.Rust 3566.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/4fe22d35-3e93-414a-83fc-1be230cec721___FREC_C.Rust 4424.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/a3141843-3628-45c2-ac01-5b1726744c6d___FREC_C.Rust 9906.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/8a2c7dda-c639-47f2-8f10-3bd33d24a08e___FREC_C.Rust 3929.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/811b2953-8508-4327-944e-8d999211790c___FREC_C.Rust 3891.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/d5d4f65c-aeca-4965-82d4-05d179dfa92e___FREC_C.Rust 4382.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/a6ff61c5-74e4-48a5-b3c4-f8a80d3a1eca___FREC_C.Rust 4327.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/b75430d8-c8a2-4620-9bbb-88c301cba700___FREC_C.Rust 4385.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/71c08a14-4875-40dc-b35c-8216951ffd8a___FREC_C.Rust 0195.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/83a6031c-8219-4f22-8476-530c6bb1ee31___FREC_C.Rust 3765.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/91c6f875-414d-4449-937c-488718a84921___FREC_C.Rust 3756.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/d2465b2c-5b95-4557-b086-211e6e7a73d2___FREC_C.Rust 0045.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/fc170fda-2b0d-4b02-a569-fbe37a23264d___FREC_C.Rust 3704.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/3c412dc8-dbe2-43db-92ba-28ce72f835f6___FREC_C.Rust 9930.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/42bbd61a-bfa0-4adf-a064-407165f70ecf___FREC_C.Rust 4199.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___Cedar_apple_rust/2824df6c-6e1e-4dc5-9035-098c32988662___FREC_C.Rust 4292.JPG,Apple___Cedar_apple_rust
PlantVillage/valid/Apple___healthy/dd296b3c-b97a-4af0-b9f2-3085b1e8b35a___RS_HL 7503.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/b34b807c-4986-4b85-8ede-73d625a14921___RS_HL 8025.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/d57f5f33-d8e9-4c40-80ad-c2875743f781___RS_HL 5726.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/0802be25-38cf-4c85-bc3b-31988cafadcd___RS_HL 8084.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/594d37c6-accf-4ea8-9c97-8a9e0300010d___RS_HL 8019.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/3bd24003-1163-40f4-8b1f-21aad7fc4b4b___RS_HL 5912.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/2074d81b-88ad-40f7-9e7a-cd24c2435ea9___RS_HL 5804.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/1477ac33-4284-4db3-9a91-dbd61e6183e3___RS_HL 8059.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/62acb368-c1b6-496c-910d-64cd4b8c5941___RS_HL 7964.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/cb368d24-b5a9-4056-8515-096c649d4007___RS_HL 7752.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/8e2d41f1-9cae-4f1a-b7b4-9ec0c6fbd6fe___RS_HL 7329.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/817ae6f2-7f72-457f-889a-6cddeaf0945e___RS_HL 7674.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/89ce10db-057c-4c03-9324-b512db8ca3d6___RS_HL 5797.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/0ca762d0-3853-4018-896e-8f01e29cb144___RS_HL 7558.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/c57694cb-8849-405f-9a84-bf0158c53c95___RS_HL 7241.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/4c50a62b-3af4-43f9-a31d-794abd545413___RS_HL 7739.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/1d74d65a-039c-41d6-a459-13f946971ca1___RS_HL 7582.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/ec9e541f-ebe0-4985-8a34-26f9daf88b5d___RS_HL 5948.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/7710d64d-83a3-46af-a9ff-535dd225523f___RS_HL 5788.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/f2904228-2cc6-4c6c-a2b5-6951a6f3535e___RS_HL 6254.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/1ceda3e6-3df1-4a82-a5f5-6c62dbd8ccc3___RS_HL 8072.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/23a11b8b-6812-481e-9258-e07cc24fdad4___RS_HL 5898.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/14e92721-00a0-4696-9392-d3f633082454___RS_HL 5654.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/531fbf24-8362-445d-ba13-6ece16d53de7___RS_HL 6206.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/a469c307-a754-4c0f-9012-b09ba22c4d00___RS_HL 5917.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/3ee17877-b649-4b43-939a-d9415a21dfd5___RS_HL 7300.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/2922187c-ac88-45e4-96ae-2aa396d50bda___RS_HL 5700.JPG,Apple___healthy
PlantVillage/valid/Apple___healthy/f76ff409-9723-4b89-83f9-1ff33edaffbc___RS_HL 7331.JPG,Apple___healthy
