path,label
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0166.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0072.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0242.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0197.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0156.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0246.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0102.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0091.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0066.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0126.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0191.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0139.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0219.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0124.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0045.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0083.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0205.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0134.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0148.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0228.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0198.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0177.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris diseased (P2a)/0014_0098.JPG,Alstonia Scholaris diseased (P2a)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0027.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0024.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0107.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0011.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0104.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0147.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0032.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0117.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0152.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0054.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0092.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0031.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0136.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0071.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0128.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0063.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0040.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0114.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0034.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0126.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0083.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0146.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0018.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0173.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0057.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0097.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0145.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0062.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0050.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0099.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0017.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0044.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0016.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0100.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0082.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0148.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0093.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0066.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Alstonia Scholaris healthy (P2b)/0003_0029.JPG,Alstonia Scholaris healthy (P2b)
plant_leaves/valid/Arjun diseased (P1a)/0013_0161.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0158.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0040.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0205.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0033.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0191.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0189.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0130.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0041.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0200.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0155.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0047.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0100.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0127.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0038.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0027.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0165.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0086.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0175.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0055.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0085.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0173.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0225.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0209.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0141.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0017.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0048.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0164.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0029.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0160.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0078.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0193.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0170.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0134.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0135.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0186.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0229.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0228.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0080.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0011.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0016.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0117.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0079.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0043.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0187.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0221.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0077.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0222.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0037.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0102.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0059.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0091.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0084.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0223.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun diseased (P1a)/0013_0096.JPG,Arjun diseased (P1a)
plant_leaves/valid/Arjun healthy (P1b)/0002_0086.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0106.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0176.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0077.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0031.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0205.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0024.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0096.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0119.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0011.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0051.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0219.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0215.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0132.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0117.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0145.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0070.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0083.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0090.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0043.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0059.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0201.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0127.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0138.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0094.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0149.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0199.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0108.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0013.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0153.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0210.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0029.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0107.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0047.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0071.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0147.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0091.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0178.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0121.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0185.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0165.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0060.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0103.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0200.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0194.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0073.JPG,Arjun healthy (P1b)
plant_leaves/valid/Arjun healthy (P1b)/0002_0055.JPG,Arjun healthy (P1b)
plant_leaves/valid/Bael diseased (P4b)/0016_0085.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0044.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0049.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0115.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0023.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0061.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0055.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0103.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0021.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0018.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0020.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0039.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0067.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0073.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0066.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0027.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0089.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0109.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0080.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0024.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0095.JPG,Bael diseased (P4b)
plant_leaves/valid/Bael diseased (P4b)/0016_0048.JPG,Bael diseased (P4b)
plant_leaves/valid/Basil healthy (P8)/0008_0043.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0048.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0104.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0091.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0050.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0031.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0107.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0070.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0021.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0106.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0052.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0032.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0137.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0096.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0063.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0133.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0132.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0138.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0066.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0131.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0090.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0014.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0102.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0114.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0051.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0089.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0145.JPG,Basil healthy (P8)
plant_leaves/valid/Basil healthy (P8)/0008_0053.JPG,Basil healthy (P8)
plant_leaves/valid/Chinar diseased (P11b)/0022_0105.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0064.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0083.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0033.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0082.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0059.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0050.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0057.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0089.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0025.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0108.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0031.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0058.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0104.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0101.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0084.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0110.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0091.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0095.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0081.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0065.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0112.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0085.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0080.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0109.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0092.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0099.JPG,Chinar diseased (P11b)
plant_leaves/valid/Chinar diseased (P11b)/0022_0023.JPG,Chinar diseased (P11b)
